Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
1646,3 BHK Ready to Occupy Flat for sale Mankapur,"This lovely 3 BHK Flat in Mankapur, Nagpur is up for sale. Your hunt for the perfect apartment for resale comes to an end here. This ready to move flat is offered at an economical price of INR 60 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level.",60 Lac ,8571,nagpur,,Ready to Move,5 out of 5,Resale,Unfurnished,,,,2,,,,700 sqft,,
1647,3 BHK Ready to Occupy Flat for sale Shree nagari 1 pipla - besa road nagpur Nagpur,"This lovely 3 BHK Flat in Shree nagari 1 pipla - besa road nagpur, Nagpur is up for sale. This flat for resale has a desirable location. This ready to move flat in Shree nagari 1 pipla - besa road nagpur comes at an affordable price of INR 37.7 Lac. Its date of possession is Apr '23. The flat is available in unfurnished condition.",37.7 Lac ,3772,nagpur,,Ready to Move,1 out of 88,Resale,Unfurnished,,,,3,,,,1000 sqft,,
1648,2 BHK Ready to Occupy Flat for sale Clark Town,"This lovely 2 BHK Flat in Clark Town, Nagpur is up for sale. Invest your valuable money in this flat that is for resale. This ready to move flat in Clark Town comes at an affordable price of INR 45 Lac. This semi-furnished flat is strategically designed with all the amenities to enhance the living experience. The prime landmarks near this property are near kadbi chowk.",45 Lac ,5000,nagpur,650 sqft,Ready to Move,3 out of 5,Resale,Semi-Furnished,West,Main Road,,2,2,"1 Covered,",Freehold,,,
1649,2 BHK Ready to Occupy Flat for sale Ambazari,"Discover this immaculate 2 BHK flat for sale at the pristine Ambazari in Nagpur. This flat for sale is the perfect property for you! The ready to move flat in the prime area of Ambazari is available at a reasonable price of INR 95 Lac. The flat is sold in semi-furnished condition. The flat is in close proximity to prominent landmarks like the property is closed to the metro station, atm, bank, school, etc.",95 Lac ,7037,nagpur,,Ready to Move,2 out of 7,New Property,Semi-Furnished,East,Main Road,,2,2,"1 Covered,",Freehold,1350 sqft,,
1650,2 BHK Ready to Occupy Flat for sale Mahalaxmi Nagar,Discover this immaculate 2 BHK flat for sale at the pristine Mahalaxmi Nagar in Nagpur. This is a desirable apartment for resale. This ready to move property in Mahalaxmi Nagar is readily available within an affordable cost of INR 50 Lac. This immaculate flat boasts of coming in furnished form which takes the entire deal to the next level.,50 Lac ,2778,nagpur,,Ready to Move,1 out of 3,Resale,Furnished,,,,2,,,,1800 sqft,,
1651,2 BHK Ready to Occupy Flat for sale in Pioneer Tulip Jaitala,"2 BHK flat available for sale in Nagpur in the prime location of Jaitala. Situated in the Pioneer Tulip township, it has a prime location. Invest your valuable money in this flat that is for resale. This ready to move property in Jaitala is readily available within an affordable cost of INR 48 Lac. This flat is an ideal choice because it is an furnished apartment with all basic amenities.",48 Lac ,5322,nagpur,550 sqft,Ready to Move,4 out of 11,Resale,Furnished,,,Pioneer Tulip,2,4,,,,,
1652,3 BHK Ready to Occupy Flat for sale Dhantoli,"Have a look at this immaculate 3 BHK flat for sale in Dhantoli, Nagpur. Invest your valuable money in this flat that is for resale. This ready to move flat in Dhantoli comes at an affordable price of INR 1.40 Cr. Available in semi-furnished state, this flat is a great buy.",1.40 Cr ,8750,nagpur,1200 sqft,Ready to Move,2 out of 6,Resale,Semi-Furnished,,,,3,2,,,,,
1653,3 BHK Ready to Occupy Flat for sale in Royal Homes Wathoda,"Discover this immaculate 3 BHK flat for sale at the pristine Wathoda in Nagpur. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Royal Homes. This flat for sale is a choice property. This ready to move flat in Wathoda can be availed at a reasonable price of INR 48.6 Lac. The flat is sold in unfurnished condition. Some neighbouring landmarks are jagat public school.",48.6 Lac ,3500,nagpur,,Ready to Move,1 out of 9,New Property,Unfurnished,North,"Garden/Park, Main Road",Royal Homes,3,1,,Freehold,1389 sqft,,
1654,2 BHK Ready to Occupy Flat for sale in Galaxy Mansion X Omkar Nagar,This ready to move-in 2 BHK flat is available for sale at the premium Omkar Nagar in Nagpur. It enjoys an excellent location within the Galaxy Mansion X. This flat is available as a resale property. This ready to move flat in Omkar Nagar can be taken at a very economical pricing of INR 58 Lac. It is unfurnished to accommodate your needs.,58 Lac ,,nagpur,900 sqft,Ready to Move,4 out of 4,Resale,Unfurnished,,,Galaxy Mansion X,2,3,,,,,
1655,2 BHK Ready to Occupy Flat for sale Chappru Nagar Square Nagpur,"This exquisite 2 BHK Flat is offered for sale in Chappru Nagar Square, Nagpur. This is one of the best properties available for resale. This ready to move flat in Chappru Nagar Square can be availed at a reasonable price of INR 38 Lac. Available in unfurnished state, this flat is a great buy. ambedkar garden are some major landmarks near the apartment.",38 Lac ,5429,nagpur,,Ready to Move,3 out of 4,Resale,Unfurnished,,,,1,2,1 Open,,700 sqft,,
1656,3 BHK Ready to Occupy Flat for sale Kharetown Nagpur,"Discover this immaculate 3 BHK flat for sale at the pristine Kharetown in Nagpur. Your hunt for the perfect apartment for resale comes to an end here. This apartment in one of the significant areas of Kharetown is ready to move, and can be purchased at the best price of INR 95 Lac. It is unfurnished to accommodate your needs.",95 Lac ,6552,nagpur,,Ready to Move,3 out of 3,Resale,Unfurnished,,,,3,,,,1450 sqft,,
1657,2 BHK Ready to Occupy Flat for sale Chandranagar,"This exquisite 2 BHK Flat is offered for sale in Chandranagar, Nagpur. This flat all equipped with required facilities, is up for resale. The ready to move flat in the prime area of Chandranagar is available at a reasonable price of INR 35 Lac. The flat is unfurnished and makes for an ideal choice for any family. The property is strategically placed near prominent places as behind naik hospital which make for the smooth living of residents.",Call for Price,,nagpur,800 sqft,Ready to Move,3 out of 3,Resale,Unfurnished,East,Main Road,,2,2,1 Covered,Freehold,,,
1658,2 BHK Ready to Occupy Flat for sale Wanadongri,"This gorgeous 2 BHK Flat is available for sale in Wanadongri, Nagpur. This flat for resale is just the type of property you have been searching for! This ready to move flat in Wanadongri is available for a reasonable price of INR 23 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level.",Call for Price,,nagpur,575 sqft,Ready to Move,3 out of 4,Resale,Semi-Furnished,North - West,,,2,2,"5 Covered,",Freehold,,,
1659,2 BHK Ready to Occupy Flat for sale Anant Nagar,"Creatively planned and constructed is a 2 BHK flat for sale in Anant Nagar, Nagpur. This flat for resale is a choice property. The ready to move flat in the prime area of Anant Nagar is available at a reasonable price of INR 34 Lac. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities.",34 Lac ,3400,nagpur,,Ready to Move,4 out of 6,Resale,Semi-Furnished,,,,2,,,,1000 sqft,,
1660,"2 BHK Ready to Occupy Flat for sale Friends Colony, Nagpur Nagpur","Friends Colony, Nagpur, Nagpur has an attractive 2 BHK Flat for sale. This is one of the best properties available for resale. This apartment in one of the significant areas of Friends Colony, Nagpur is ready to move, and can be purchased at the best price of INR 55 Lac. The flat is furnished and is suitable for any family size.",55 Lac ,5789,nagpur,,Ready to Move,2 out of 5,Resale,Furnished,,,,2,,,,950 sqft,,
1661,2 BHK Ready to Occupy Flat for sale Vishwakarma Nagar,"Up for immediate sale is a 2 BHK apartment in Vishwakarma Nagar, Nagpur. Don't miss this bargain flat for sale. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat located in Vishwakarma Nagar is available for purchase at a fair price of INR 32 Lac. The flat is available in unfurnished condition.",Call for Price,,nagpur,,Ready to Move,2 out of 3,Resale,Unfurnished,,,,2,,,,900 sqft,,
1662,2 BHK Ready to Occupy Flat for sale Shyam Nagar,"This ready to move-in 2 BHK flat is available for sale at the premium Shyam Nagar in Nagpur. Your search ends here, because this flat for resale is among the best bargains in town. Available at a reasonable selling price of INR 55 Lac, this ready to move apartment in Shyam Nagar is a great buy. This premium unfurnished flat spells quality and comfort at a competitive price.",55 Lac ,5789,nagpur,860 sqft,Ready to Move,2 out of 3,Resale,Unfurnished,East,Garden/Park,,2,2,,Freehold,,,
1663,3 BHK Ready to Occupy Flat for sale in Kasturi Nagar Besa,"Up for immediate sale is a 3 BHK apartment in Besa, Nagpur. Don't miss this bargain flat for sale. Strategically situated in the Kasturi Nagar site, it is placed at a prime location. Your hunt for the perfect apartment for resale comes to an end here. This ready to move flat in Besa can be availed at a reasonable price of INR 30 Lac. The flat is semi-furnished and makes for an ideal choice for any family.",30 Lac ,3261,nagpur,800 sqft,Ready to Move,2 out of 4,Resale,Semi-Furnished,,,Kasturi Nagar,2,1,,,,,
1664,2 BHK Ready to Occupy Flat for sale Friends Colony,"This magnificent 2 BHK Flat is available for sale in Friends Colony, Nagpur. This apartment is a property of choice for sale. This ready to move flat in Friends Colony can be availed at a reasonable price of INR 49.9 Lac. This semi-furnished flat is strategically designed with all the amenities to enhance the living experience.",49.9 Lac ,4536,nagpur,950 sqft,Ready to Move,1 out of 4,New Property,Semi-Furnished,,Main Road,,2,3,,,,,
1665,2 BHK Ready to Occupy Flat for sale Besa,"This ready to move-in 2 BHK flat is available for sale at the premium Besa in Nagpur. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! In Besa, this ready to move flat is available at an attractive price of INR 28 Lac. This contemporary apartment is unfurnished.",28 Lac ,3256,nagpur,,Ready to Move,4 out of 4,Resale,Unfurnished,,,,2,2,1 Covered,,860 sqft,,
1666,2 BHK Ready to Occupy Flat for sale in OM Aaditya Apartment Godhani,"Have a look at this immaculate 2 BHK flat for sale in Godhani, Nagpur. It enjoys an excellent location within the Om Aaditya Apartment. This flat is an attractive property for resale. In Godhani, this ready to move flat is available at an attractive price of INR 30 Lac.",30 Lac ,3015,nagpur,,Ready to Move,,Resale,,,,OM Aaditya Apartment,,,,,995 sqft,,
1667,3 BHK Ready to Occupy Flat for sale Ganesh peth,"3 BHK flat available for sale in Nagpur in the prime location of Ganesh peth. This flat for resale is just the type of property you have been searching for! This ready to move flat located in Ganesh peth is available for purchase at a fair price of INR 54 Lac. Available in unfurnished state, this flat is a great buy.",54 Lac ,3466,nagpur,1395 sqft,Ready to Move,2 out of 5,Resale,Unfurnished,,,,2,2,,,,,
1668,3 BHK Ready to Occupy Flat for sale Katol Road,"One can find this stunning 3 BHK flat for sale in Katol Road, Nagpur. This flat all equipped with required facilities, is up for sale. In Katol Road, this ready to move flat is available at an attractive price of INR 40 Lac. The flat is available in unfurnished condition. Some of the landmarks in the vicinity include opp welkin hospital..",40 Lac ,4000,nagpur,800 sqft,Ready to Move,4 out of 4,New Property,Unfurnished,East,,,2,3,,Freehold,,,
1669,"2 BHK Ready to Occupy Flat for sale Manewada, Nagpur Nagpur","This gorgeous 2 BHK Flat is available for sale in Manewada, Nagpur, Nagpur. This apartment is a property of choice for resale. Located in Manewada, Nagpur, this ready to move apartment is sold at a fair selling price of INR 47 Lac. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities.",47 Lac ,4087,nagpur,,Ready to Move,3 out of 4,Resale,Unfurnished,East,,,2,1,,,1150 sqft,,
1670,2 BHK Ready to Occupy Flat for sale Narendra Nagar,"Up for immediate sale is a 2 BHK apartment in Narendra Nagar, Nagpur. Don't miss this bargain flat for sale. This apartment is a property of choice for resale. This ready to move flat in Narendra Nagar comes at an affordable price of INR 41 Lac. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities.",41 Lac ,3905,nagpur,924 sqft,Ready to Move,3 out of 3,Resale,Semi-Furnished,,,,2,2,,,,,
1671,1 BHK Ready to Occupy Flat for sale Sadar,"Sadar, Nagpur has an attractive 1 BHK Flat for sale. This flat for resale has a desirable location. This ready to move flat located in Sadar is available for purchase at a fair price of INR 95 Lac. The flat is sold in semi-furnished condition.",95 Lac ,6333,nagpur,,Ready to Move,2 out of 3,Resale,Semi-Furnished,,,,1,,,,1500 sqft,,
1672,2 BHK Ready to Occupy Flat for sale Pipla,"One can find this stunning 2 BHK flat for sale in Pipla, Nagpur. This flat for resale is a choice property. The ready to move flat in Pipla is all ready for sale at a low-priced budget of INR 20 Lac. This premium unfurnished flat spells quality and comfort at a competitive price.",20 Lac ,2500,nagpur,,Ready to Move,4 out of 5,Resale,Unfurnished,West,Main Road,,1,2,,Freehold,800 sqft,,
1673,4 BHK Ready to Occupy Flat for sale in Lotus Court Civil Lines,"This ready to move-in 4 BHK flat is available for sale at the premium Civil Lines in Nagpur. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Lotus Court. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! Available at a reasonable selling price of INR 1.34 Cr, this ready to move apartment in Civil Lines is a great buy. The flat is unfurnished and is suitable for any family size.",1.34 Cr ,6022,nagpur,,Ready to Move,2 out of 9,Resale,Unfurnished,,,Lotus Court,4,1,,,2225 sqft,,
1674,1 BHK Ready to Occupy Flat for sale Nandanwan Layout,Discover this immaculate 1 BHK flat for sale at the pristine Nandanwan Layout in Nagpur. This apartment is a property of choice for resale. This ready to move flat in Nandanwan Layout comes at an affordable price of INR 10 Lac. Its date of possession is Nov '18. The flat is sold in unfurnished condition.,10 Lac ,2500,nagpur,,Ready to Move,Ground out of 1,Resale,Unfurnished,,,,1,1,,,400 sqft,,
